ID,AverageFiberLength,OrientationX,OrientationY,OrientationZ,AverageConnectivityWITHBoundary,AverageConnectivityWITHOUTBoundary,StrenghX,StrengthY,StrengthZ,ToughnessX,ToughnessY,ToughnessZ,Density,Sample1,Sample2,Ratio1,Ratio2,qSimx,qSimy,qSimz,AverageStrength,AverageToughness,dir
86,0.003162181,0.406942791,0.27254394,0.320513268,2.875900721,3.086956522,18.6114652,12.92633558,14.29786203,42.99882931,30.17205439,36.57559177,0.000264381,1,2,0.9,0.6,256,257,258,15.27855427,36.58215849,./WebNet_Mar6/All_Data/s1s2_Ratio_90_60
87,0.003225199,0.413064784,0.271596297,0.315338919,2.8892261,3.085086042,19.58509958,11.53760596,12.08270216,43.55493913,31.27350021,32.80091692,0.000265401,1,2,0.9,0.7,259,260,261,14.40180256,35.87645209,./WebNet_Mar6/All_Data/s1s2_Ratio_90_70
88,0.003286291,0.417339489,0.268738463,0.313922048,2.896750903,3.084162896,20.1201963,10.27606853,12.01051165,41.00753354,29.51982737,33.94013695,0.000265883,1,2,0.9,0.8,262,263,264,14.13559216,34.82249929,./WebNet_Mar6/All_Data/s1s2_Ratio_90_80
89,0.003332775,0.417460417,0.271033623,0.31150596,2.897790055,3.083116883,19.84665803,10.53821667,11.48374561,41.11518064,28.31778158,33.14310321,0.000261682,1,2,0.9,0.9,265,266,267,13.95620677,34.19202181,./WebNet_Mar6/All_Data/s1s2_Ratio_90_90
90,0.003341192,0.414972658,0.272669005,0.312358337,2.912813738,3.08411215,19.76869755,10.99844699,11.0317599,39.51631767,25.48652232,31.29711038,0.000258994,1,2,0.9,1,268,269,270,13.93296815,32.09998346,./WebNet_Mar6/All_Data/s1s2_Ratio_90_100
91,0.003114419,0.382238766,0.276173858,0.341587376,2.840707965,3.097276265,10.66066932,9.015714263,11.61035806,21.78195967,25.86859763,30.01898274,0.00021289,1,2,1,0.1,271,272,273,10.42891388,25.88984668,./WebNet_Mar6/All_Data/s1s2_Ratio_100_10
92,0.003148953,0.389708606,0.280401626,0.329889767,2.835509138,3.093856655,10.19579668,9.564231106,9.88148817,26.60837622,26.48815975,27.74260189,0.000217878,1,2,1,0.2,274,275,276,9.880505319,26.94637929,./WebNet_Mar6/All_Data/s1s2_Ratio_100_20
93,0.003115048,0.390041573,0.278892626,0.331065801,2.846827133,3.09787234,12.33201393,9.250142477,10.8184631,29.62425336,30.00585149,32.80330805,0.000229572,1,2,1,0.3,277,278,279,10.8002065,30.81113763,./WebNet_Mar6/All_Data/s1s2_Ratio_100_30
94,0.003187392,0.40018913,0.275696802,0.324114068,2.864811133,3.093552465,13.64776148,8.472666268,9.724534701,31.68696749,24.50065432,32.387673,0.000235756,1,2,1,0.4,280,281,282,10.61498748,29.52509827,./WebNet_Mar6/All_Data/s1s2_Ratio_100_40
95,0.003184411,0.406045897,0.275027614,0.318926489,2.874666667,3.083986562,14.69089617,11.19745731,9.774045663,33.27142514,24.7584382,33.59868513,0.000243594,1,2,1,0.5,283,284,285,11.88746638,30.54284949,./WebNet_Mar6/All_Data/s1s2_Ratio_100_50
96,0.003180546,0.404598322,0.274083462,0.321318216,2.889419252,3.085914086,14.93268553,11.48278229,10.932447,39.45666053,26.84965223,35.64243247,0.000253386,1,2,1,0.6,286,287,288,12.44930494,33.98291508,./WebNet_Mar6/All_Data/s1s2_Ratio_100_60
97,0.003241878,0.410798975,0.273036585,0.31616444,2.901960784,3.084120983,16.0847912,10.49821554,10.93196466,35.34391979,27.61742604,31.63050857,0.000255096,1,2,1,0.7,289,290,291,12.50499047,31.53061813,./WebNet_Mar6/All_Data/s1s2_Ratio_100_70
98,0.003301527,0.415164898,0.270122797,0.314712305,2.908829864,3.083258729,16.94880029,9.166466784,9.581929571,37.06058927,27.02195098,33.69252242,0.000256208,1,2,1,0.8,292,293,294,11.89906555,32.59168756,./WebNet_Mar6/All_Data/s1s2_Ratio_100_80
99,0.00334691,0.415406843,0.272308595,0.312284562,2.909340659,3.082262211,18.08815568,9.389735833,10.92063039,39.11268518,25.99724303,31.80729618,0.000252747,1,2,1,0.9,295,296,297,12.7995073,32.30574146,./WebNet_Mar6/All_Data/s1s2_Ratio_100_90
100,0.003354572,0.4130545,0.273858728,0.313086772,2.923784494,3.083263246,16.80730061,9.853326374,10.17626811,35.84013091,22.84245455,32.54641244,0.000250677,1,2,1,1,298,299,300,12.27896503,30.40966597,./WebNet_Mar6/All_Data/s1s2_Ratio_100_100
101,0.002779758,0.363188872,0.352689291,0.284121837,2.304347826,3.111111111,18.20752574,21.59340579,10.66673211,15.2092678,20.84082944,10.32770073,0.000177582,3,23,0.1,0.1,1,2,3,16.82255455,15.45926599,./WebNet_Mar6/All_Data/s3s23_Ratio_10_10
102,0.001901815,0.348929556,0.329822774,0.321247669,2.566727605,3.090909091,20.49711019,22.55794498,16.35986382,33.55817877,42.09164815,21.00316857,0.000287603,3,23,0.1,0.2,4,5,6,19.80497299,32.21766517,./WebNet_Mar6/All_Data/s3s23_Ratio_10_20
103,0.001514577,0.372297466,0.32277791,0.304924624,2.926027397,3.133510168,40.56083521,21.74316792,20.64083872,53.19281101,58.79791452,38.42869886,0.00047594,3,23,0.1,0.3,7,8,9,27.64828062,50.13980813,./WebNet_Mar6/All_Data/s3s23_Ratio_10_30
104,0.001331847,0.373695965,0.318221382,0.308082653,2.996171516,3.152930403,49.80620659,26.25841663,17.14268673,66.97066341,73.30044184,37.24683366,0.000583161,3,23,0.1,0.4,10,11,12,31.06910332,59.1726463,./WebNet_Mar6/All_Data/s3s23_Ratio_10_40
105,0.001262558,0.367324367,0.322963088,0.309712545,3.115158308,3.196920052,49.82894718,25.70145121,18.24268355,71.30646561,68.31910093,51.90206524,0.000631684,3,23,0.1,0.5,13,14,15,31.25769398,63.84254393,./WebNet_Mar6/All_Data/s3s23_Ratio_10_50
106,0.001252787,0.36518858,0.32608229,0.30872913,3.075642245,3.196511628,46.79507036,28.19666792,17.70130493,64.25351348,55.72863915,53.85892815,0.000602746,3,23,0.1,0.6,16,17,18,30.89768107,57.94702693,./WebNet_Mar6/All_Data/s3s23_Ratio_10_60
107,0.001278247,0.359177486,0.318667201,0.322155313,3.15144614,3.2055131,41.83944693,25.44625804,16.97771838,55.33767683,50.66581912,53.64118134,0.000566814,3,23,0.1,0.7,19,20,21,28.08780778,53.21489243,./WebNet_Mar6/All_Data/s3s23_Ratio_10_70
108,0.001316395,0.360267533,0.32197232,0.317760147,3.134653906,3.203385277,37.3398039,23.06229465,15.21401342,55.07765266,46.16297137,50.14642016,0.000521686,3,23,0.1,0.8,22,23,24,25.20537066,50.46234807,./WebNet_Mar6/All_Data/s3s23_Ratio_10_80
109,0.001373039,0.363937356,0.32505777,0.311004873,3.134047671,3.201166181,36.25047572,21.53754392,14.16496572,52.01043946,43.52914382,45.14849559,0.000493552,3,23,0.1,0.9,25,26,27,23.98432845,46.89602629,./WebNet_Mar6/All_Data/s3s23_Ratio_10_90
110,0.001375809,0.363356179,0.324560586,0.312083235,3.134047671,3.201166181,32.68718628,19.83424219,13.3482538,47.02225164,44.52244716,43.60848853,0.000446079,3,23,0.1,1,28,29,30,21.95656076,45.05106245,./WebNet_Mar6/All_Data/s3s23_Ratio_10_100
111,0.003173797,0.358326338,0.356078805,0.285594857,2.375586854,3.07826087,18.01429984,19.24776262,10.65502213,23.62064923,23.05714341,14.26193468,0.000196089,3,23,0.2,0.1,31,32,33,15.97236153,20.31324244,./WebNet_Mar6/All_Data/s3s23_Ratio_20_10
112,0.002144494,0.348399727,0.33566262,0.315937653,2.559485531,3.082278481,21.45967483,20.3258014,15.04814019,33.53631356,35.2713648,22.39503806,0.000271899,3,23,0.2,0.2,34,35,36,18.94453881,30.40090547,./WebNet_Mar6/All_Data/s3s23_Ratio_20_20
113,0.001607422,0.371097311,0.326863675,0.302039014,2.908023483,3.129332206,34.9521877,20.62046794,16.84340013,50.4081362,57.37162524,37.70983564,0.000424258,3,23,0.2,0.3,37,38,39,24.13868526,48.49653236,./WebNet_Mar6/All_Data/s3s23_Ratio_20_30
114,0.001387749,0.37283498,0.321139696,0.306025324,2.983985102,3.150268336,43.4356375,24.71522829,15.21828176,57.93795649,68.00381232,39.70239639,0.000525072,3,23,0.2,0.4,40,41,42,27.78971585,55.21472174,./WebNet_Mar6/All_Data/s3s23_Ratio_20_40
115,0.001303321,0.366975428,0.324941628,0.308082944,3.103789127,3.194265464,46.11381018,24.56263553,16.26711796,64.56406853,65.05612853,48.43850653,0.000576888,3,23,0.2,0.5,43,44,45,28.98118789,59.35290119,./WebNet_Mar6/All_Data/s3s23_Ratio_20_50
116,0.001288056,0.364972224,0.327679266,0.307348509,3.066635492,3.194158076,44.06207705,25.37792536,15.73761254,59.23832843,57.92370907,50.20837872,0.000558689,3,23,0.2,0.6,46,47,48,28.39253832,55.79013874,./WebNet_Mar6/All_Data/s3s23_Ratio_20_60
117,0.001310895,0.359206111,0.32041533,0.320378559,3.141577061,3.203175457,38.79457859,23.71103282,15.80788303,58.02597856,50.85612141,51.92182426,0.000531774,3,23,0.2,0.7,49,50,51,26.10449815,53.60130807,./WebNet_Mar6/All_Data/s3s23_Ratio_20_70
118,0.001347983,0.360255472,0.323523523,0.316221005,3.125273763,3.201112878,35.52864669,21.65786587,14.5745094,52.27591197,45.0344466,48.7382368,0.00049445,3,23,0.2,0.8,52,53,54,23.92034065,48.68286513,./WebNet_Mar6/All_Data/s3s23_Ratio_20_80
119,0.001403362,0.363800673,0.326416964,0.309782363,3.124838571,3.198954248,35.08288558,20.27576858,13.66135001,49.33767727,44.01479628,44.52331901,0.000471235,3,23,0.2,0.9,55,56,57,23.00666806,45.95859752,./WebNet_Mar6/All_Data/s3s23_Ratio_20_90
120,0.001406097,0.363239566,0.325934079,0.310826356,3.124838571,3.198954248,31.87859248,18.59725536,12.92171615,43.91515168,41.42589553,37.03622008,0.000429152,3,23,0.2,1,58,59,60,21.13252133,40.79242243,./WebNet_Mar6/All_Data/s3s23_Ratio_20_100
121,0.002845889,0.351288363,0.352620141,0.296091496,2.577540107,3.082987552,22.52781324,20.54176492,11.9173623,30.15756336,28.8637067,23.21457635,0.000239418,3,23,0.3,0.1,61,62,63,18.32898015,27.4119488,./WebNet_Mar6/All_Data/s3s23_Ratio_30_10
122,0.002220258,0.346638393,0.338680219,0.314681388,2.618135377,3.083710407,21.5008769,19.73406962,14.8482238,40.7420066,36.22283037,23.98332439,0.000287198,3,23,0.3,0.2,64,65,66,18.6943901,33.64938712,./WebNet_Mar6/All_Data/s3s23_Ratio_30_20
123,0.001689052,0.367022445,0.329723167,0.303254388,2.902007084,3.125286478,34.28359252,19.18679997,13.771958,54.10401943,53.57288901,38.15544286,0.000410835,3,23,0.3,0.3,67,68,69,22.41411683,48.61078376,./WebNet_Mar6/All_Data/s3s23_Ratio_30_30
124,0.001447006,0.369913037,0.323608209,0.306478754,2.976106817,3.146909399,41.50946656,21.65734948,15.01722428,63.86956629,65.09393797,43.22884456,0.000500092,3,23,0.3,0.4,70,71,72,26.06134677,57.39744961,./WebNet_Mar6/All_Data/s3s23_Ratio_30_40
125,0.00134928,0.365138874,0.32657549,0.308285635,3.092821457,3.190092879,43.06448591,23.65492273,16.06727823,59.50505224,62.29068289,52.41999752,0.000550003,3,23,0.3,0.5,73,74,75,27.59556229,58.07191088,./WebNet_Mar6/All_Data/s3s23_Ratio_30_50
126,0.001328396,0.363482182,0.328944582,0.307573236,3.058584948,3.190436705,40.82335723,24.05369304,15.90327302,57.24472734,55.52717751,52.66733231,0.000536603,3,23,0.3,0.6,76,77,78,26.92677443,55.14641239,./WebNet_Mar6/All_Data/s3s23_Ratio_30_60
127,0.001347983,0.358165772,0.32200734,0.319826888,3.131243243,3.199375325,37.03837566,22.32586254,15.71300019,52.56475661,49.31765293,48.71737435,0.000514597,3,23,0.3,0.7,79,80,81,25.02574613,50.19992796,./WebNet_Mar6/All_Data/s3s23_Ratio_30_70
128,0.001383298,0.359200036,0.324875439,0.315924526,3.115718215,3.197435897,34.84144437,20.93770571,14.99461519,51.34801705,47.38480116,46.04902721,0.000482005,3,23,0.3,0.8,82,83,84,23.59125509,48.26061514,./WebNet_Mar6/All_Data/s3s23_Ratio_30_80
129,0.001436399,0.362613622,0.327544341,0.309842037,3.115456626,3.195393571,33.97397775,19.97707615,14.04466343,53.86628219,44.59872645,43.51657561,0.000461623,3,23,0.3,0.9,85,86,87,22.66523911,47.32719475,./WebNet_Mar6/All_Data/s3s23_Ratio_30_90
130,0.00143905,0.362084317,0.327084866,0.310830817,3.115456626,3.195393571,31.56686601,18.18029438,12.79266914,44.0971278,41.69652253,42.29114692,0.000423138,3,23,0.3,1,88,89,90,20.84660984,42.69493242,./WebNet_Mar6/All_Data/s3s23_Ratio_30_100
131,0.002957433,0.360600857,0.312258193,0.32714095,2.640495868,3.087087087,21.57463073,20.26245796,12.35871419,33.46297942,36.59890584,24.10781204,0.000256454,3,23,0.4,0.1,91,92,93,18.06526762,31.3898991,./WebNet_Mar6/All_Data/s3s23_Ratio_40_10
132,0.00236366,0.353799778,0.313963759,0.332236462,2.647256439,3.086142322,20.83116636,20.18772604,14.55998353,39.55989071,39.96687149,29.46128562,0.000291171,3,23,0.4,0.2,94,95,96,18.52629198,36.32934927,./WebNet_Mar6/All_Data/s3s23_Ratio_40_20
133,0.001785764,0.369045502,0.315929452,0.315025046,2.899113082,3.123483226,30.37190213,20.14632386,13.69636531,56.11834864,53.86694112,37.11548997,0.000396857,3,23,0.4,0.3,97,98,99,21.40486377,49.03359324,./WebNet_Mar6/All_Data/s3s23_Ratio_40_30
134,0.001513241,0.371109166,0.314393035,0.314497799,2.971583221,3.145069275,37.42491567,23.5721786,14.68630248,58.47057446,61.07475447,40.49080954,0.0004779,3,23,0.4,0.4,100,101,102,25.22779892,53.34537949,./WebNet_Mar6/All_Data/s3s23_Ratio_40_40
135,0.0014,0.366371906,0.319148389,0.314479705,3.086123179,3.187537628,39.50462669,23.0330629,15.29035369,59.10884706,60.88126674,48.50471483,0.000525511,3,23,0.4,0.5,103,104,105,25.94268109,56.16494287,./WebNet_Mar6/All_Data/s3s23_Ratio_40_50
136,0.00137297,0.364665471,0.322230634,0.313103895,3.053649956,3.188140162,36.37426997,24.13360131,15.37360014,62.46435552,56.17900788,47.09642873,0.000515796,3,23,0.4,0.6,106,107,108,25.29382381,55.24659738,./WebNet_Mar6/All_Data/s3s23_Ratio_40_60
137,0.001389406,0.359531267,0.316129619,0.324339114,3.124815206,3.197000508,35.13572492,22.46818371,15.30585802,50.43102884,51.52690219,47.85212978,0.000497766,3,23,0.4,0.7,109,110,111,24.30325555,49.93668694,./WebNet_Mar6/All_Data/s3s23_Ratio_40_70
138,0.001423307,0.360461152,0.31909274,0.320446107,3.109778789,3.195140281,32.55731249,20.69817134,14.42474185,49.09005076,46.05115826,48.26499469,0.000469175,3,23,0.4,0.8,112,113,114,22.56007523,47.8020679,./WebNet_Mar6/All_Data/s3s23_Ratio_40_80
139,0.001474668,0.363654203,0.321930928,0.314414868,3.109619687,3.193173386,32.30292015,21.16681782,13.5345449,48.75300558,47.5802612,45.36246631,0.000451277,3,23,0.4,0.9,115,116,117,22.33476096,47.23191103,./WebNet_Mar6/All_Data/s3s23_Ratio_40_90
140,0.001477264,0.36314735,0.321502397,0.315350253,3.109619687,3.193173386,29.72274499,18.70441933,13.06901931,44.50769229,42.42567733,41.10106776,0.000416002,3,23,0.4,1,118,119,120,20.49872788,42.67814579,./WebNet_Mar6/All_Data/s3s23_Ratio_40_100
141,0.002950979,0.342565782,0.31056498,0.346869238,2.727891156,3.093676815,17.73534403,18.57754492,12.61923889,36.9382696,38.24364519,33.58791379,0.000262496,3,23,0.5,0.1,121,122,123,16.31070928,36.25660953,./WebNet_Mar6/All_Data/s3s23_Ratio_50_10
142,0.002431771,0.341741312,0.312489881,0.345768807,2.698094283,3.090764331,20.1000166,18.79690003,14.47739706,40.6456139,44.58349909,30.01076868,0.000290134,3,23,0.5,0.2,124,125,126,17.7914379,38.41329389,./WebNet_Mar6/All_Data/s3s23_Ratio_50_20
143,0.001852649,0.359969615,0.314810653,0.325219731,2.911949686,3.123076923,28.15204804,19.79868198,15.18204937,55.49649662,53.74821687,37.30644209,0.000382393,3,23,0.5,0.3,127,128,129,21.0442598,48.85038519,./WebNet_Mar6/All_Data/s3s23_Ratio_50_30
144,0.001563785,0.364413342,0.313687525,0.321899134,2.977124183,3.144034537,36.4675302,22.52166659,14.88556174,59.11370046,58.51660306,38.98671873,0.000456838,3,23,0.5,0.4,130,131,132,24.62491951,52.20567408,./WebNet_Mar6/All_Data/s3s23_Ratio_50_40
145,0.001440104,0.361283993,0.318331696,0.320384311,3.087378641,3.18559719,38.58551807,22.73941469,16.54028816,57.97590764,60.85295553,47.70458677,0.000502863,3,23,0.5,0.5,133,134,135,25.95507364,55.51114998,./WebNet_Mar6/All_Data/s3s23_Ratio_50_50
146,0.001408582,0.360208109,0.321355276,0.318436615,3.055460017,3.186382755,36.64958102,25.19431188,16.39466679,56.7518765,53.482149,49.66493481,0.000496418,3,23,0.5,0.6,136,137,138,26.0795199,53.29965344,./WebNet_Mar6/All_Data/s3s23_Ratio_50_60
147,0.001422525,0.355610255,0.315585394,0.328804351,3.125025832,3.195134062,34.35856253,23.62482668,15.17894824,49.88626937,48.34268796,46.30735103,0.000481625,3,23,0.5,0.7,139,140,141,24.38744582,48.17876945,./WebNet_Mar6/All_Data/s3s23_Ratio_50_70
148,0.001455176,0.356649817,0.318442868,0.324907315,3.110301558,3.193343123,32.10615981,21.98390406,14.39242978,50.93529794,44.86657721,44.678221,0.000456424,3,23,0.5,0.8,142,143,144,22.82749788,46.82669871,./WebNet_Mar6/All_Data/s3s23_Ratio_50_80
149,0.001504959,0.359897885,0.321197349,0.318904766,3.110137423,3.191443075,32.1286591,21.36833418,13.59873969,49.89867815,45.21674519,43.4259976,0.000440692,3,23,0.5,0.9,145,146,147,22.36524432,46.18047365,./WebNet_Mar6/All_Data/s3s23_Ratio_50_90
150,0.001507501,0.359417902,0.320787416,0.319794682,3.110137423,3.191443075,29.65493863,18.95149036,13.05386679,44.99535734,43.21408234,39.76003326,0.00040827,3,23,0.5,1,148,149,150,20.55343193,42.65649098,./WebNet_Mar6/All_Data/s3s23_Ratio_50_100
151,0.002761102,0.331327306,0.303075945,0.365596749,2.815864023,3.109848485,19.95758669,19.49541387,13.75182747,31.7238999,36.99354563,28.81397235,0.000257928,3,23,0.6,0.1,151,152,153,17.73494268,32.51047263,./WebNet_Mar6/All_Data/s3s23_Ratio_60_10
152,0.002373833,0.333372891,0.306657136,0.359969973,2.756950673,3.102880658,18.31967826,19.76278925,15.95328086,34.93805786,43.44774032,31.22047626,0.000282356,3,23,0.6,0.2,154,155,156,18.01191613,36.53542482,./WebNet_Mar6/All_Data/s3s23_Ratio_60_20
153,0.001860104,0.353196082,0.310799771,0.336004147,2.931885489,3.126566416,25.14690246,21.14033827,16.40476568,45.98468808,48.86916295,35.25595228,0.000365485,3,23,0.6,0.3,157,158,159,20.89733547,43.36993444,./WebNet_Mar6/All_Data/s3s23_Ratio_60_30
154,0.001580133,0.359200693,0.310790031,0.330009276,2.987413468,3.145337863,29.9270553,22.27382907,15.92017312,52.26269317,53.81554358,37.59026077,0.00043487,3,23,0.6,0.4,160,161,162,22.70701916,47.88949918,./WebNet_Mar6/All_Data/s3s23_Ratio_60_40
155,0.001455957,0.357210363,0.315808195,0.326981442,3.092140266,3.185385272,33.25705646,23.4927874,17.51266617,49.90219651,55.59560809,46.24790109,0.000479343,3,23,0.6,0.5,163,164,165,24.75417001,50.5819019,./WebNet_Mar6/All_Data/s3s23_Ratio_60_50
156,0.001423296,0.356597381,0.318984317,0.324418302,3.060377358,3.186171575,31.77123738,24.20575002,17.44107277,50.63837052,49.196523,46.18700755,0.000475491,3,23,0.6,0.6,166,167,168,24.47268672,48.67396702,./WebNet_Mar6/All_Data/s3s23_Ratio_60_60
157,0.001436033,0.352397155,0.313568889,0.334033956,3.128101674,3.194720271,31.95920419,22.99122952,15.22077295,47.14179142,46.14685549,47.74199278,0.000463622,3,23,0.6,0.7,169,170,171,23.39040222,47.01021323,./WebNet_Mar6/All_Data/s3s23_Ratio_60_70
158,0.001467677,0.35352111,0.316407248,0.330071641,3.113658826,3.192978266,28.18343807,21.40966193,14.44857937,47.57155346,43.7785278,42.74370076,0.00044153,3,23,0.6,0.8,172,173,174,21.34722646,44.69792734,./WebNet_Mar6/All_Data/s3s23_Ratio_60_80
159,0.001516072,0.356814807,0.319171441,0.324013752,3.113446196,3.191127891,28.91884173,20.87231261,14.65300628,44.63958236,45.45513175,42.92959969,0.000427869,3,23,0.6,0.9,175,176,177,21.48138688,44.34143794,./WebNet_Mar6/All_Data/s3s23_Ratio_60_90
160,0.001518553,0.35635479,0.318777569,0.324867641,3.113446196,3.191127891,25.47069475,19.39860484,13.4149853,43.48084613,42.69452472,41.11349528,0.000398145,3,23,0.6,1,178,179,180,19.42809496,42.42962204,./WebNet_Mar6/All_Data/s3s23_Ratio_60_100
161,0.00273318,0.318254465,0.304341736,0.377403799,2.832061069,3.112956811,14.29791671,17.3268192,13.9831722,30.63158879,32.7761013,29.68627541,0.000248019,3,23,0.7,0.1,181,182,183,15.20263604,31.03132183,./WebNet_Mar6/All_Data/s3s23_Ratio_70_10
162,0.002382896,0.323140824,0.307362949,0.369496227,2.771548117,3.105853051,16.55447903,18.20432503,14.47042044,36.01610035,40.39056272,31.58647978,0.000270823,3,23,0.7,0.2,184,185,186,16.4097415,35.99771428,./WebNet_Mar6/All_Data/s3s23_Ratio_70_20
163,0.001884753,0.345247995,0.311066481,0.343685524,2.933523267,3.126946108,22.57753332,18.68274323,15.83733681,41.26865386,44.81450935,34.95355889,0.000347125,3,23,0.7,0.3,187,188,189,19.03253779,40.34557404,./WebNet_Mar6/All_Data/s3s23_Ratio_70_30
164,0.001602627,0.353037864,0.310989519,0.335972617,2.987108656,3.145060595,28.5458941,20.38967995,15.65287945,49.99560263,54.37870988,39.38563717,0.000412502,3,23,0.7,0.4,190,191,192,21.5294845,47.91998322,./WebNet_Mar6/All_Data/s3s23_Ratio_70_40
165,0.001475035,0.352268574,0.315814735,0.331916692,3.089916963,3.184349763,30.99533705,21.51562087,17.12531467,51.4686983,54.32707144,42.57688613,0.000455715,3,23,0.7,0.5,193,194,195,23.21209087,49.45755195,./WebNet_Mar6/All_Data/s3s23_Ratio_70_50
166,0.001440568,0.352172428,0.318901774,0.328925798,3.058969072,3.185222418,31.89313731,22.60489772,17.03237378,46.49876826,47.37461786,49.49662237,0.000454141,3,23,0.7,0.6,196,197,198,23.8434696,47.79000283,./WebNet_Mar6/All_Data/s3s23_Ratio_70_60
167,0.001452116,0.348369872,0.313632662,0.337997466,3.125670042,3.193671187,28.5938371,21.59321904,15.10075993,44.38892064,43.91014241,47.17528248,0.000444849,3,23,0.7,0.7,199,200,201,21.76260536,45.15811518,./WebNet_Mar6/All_Data/s3s23_Ratio_70_70
168,0.001483042,0.349610274,0.316397516,0.33399221,3.111500292,3.191973715,28.62374964,20.20983331,14.79564971,43.87408214,42.91450198,44.34389596,0.00042555,3,23,0.7,0.8,202,203,204,21.20974422,43.7108267,./WebNet_Mar6/All_Data/s3s23_Ratio_70_80
169,0.001530492,0.353004243,0.319095976,0.32789978,3.111324008,3.190166976,26.67583158,19.8128348,14.03909937,43.95534168,43.7480329,41.95588625,0.000413807,3,23,0.7,0.9,205,206,207,20.17592192,43.21975361,./WebNet_Mar6/All_Data/s3s23_Ratio_70_90
170,0.001532937,0.352561299,0.318711639,0.328727062,3.111324008,3.190166976,24.87246803,18.48739263,13.17501702,41.49055697,40.92368406,40.04344507,0.000386582,3,23,0.7,1,208,209,210,18.84495923,40.8192287,./WebNet_Mar6/All_Data/s3s23_Ratio_70_100
171,0.002692142,0.308329246,0.304898668,0.386772086,2.827896513,3.116941529,13.83302589,13.54105968,15.96366365,30.4633521,32.63928845,32.53374746,0.000243631,3,23,0.8,0.1,211,212,213,14.44591641,31.878796,./WebNet_Mar6/All_Data/s3s23_Ratio_80_10
172,0.00238226,0.314918412,0.307561508,0.37752008,2.773497689,3.109447005,15.10525672,14.94595161,15.21109483,32.06700697,36.06871798,32.84598358,0.000264378,3,23,0.8,0.2,214,215,216,15.08743439,33.66056951,./WebNet_Mar6/All_Data/s3s23_Ratio_80_20
173,0.001906587,0.3383014,0.31099913,0.35069947,2.927116342,3.12795389,20.07286318,15.52803064,15.38367225,39.40653111,45.81036722,38.21685293,0.00033448,3,23,0.8,0.3,217,218,219,16.99485536,41.14458375,./WebNet_Mar6/All_Data/s3s23_Ratio_80_30
174,0.001624826,0.347450547,0.310941754,0.3416077,2.981255579,3.145265423,26.26130325,17.32522348,18.67425067,43.06999539,50.59605335,38.75093075,0.000395903,3,23,0.8,0.4,220,221,222,20.75359247,44.13899316,./WebNet_Mar6/All_Data/s3s23_Ratio_80_40
175,0.001494504,0.347722695,0.315609755,0.336667551,3.082908754,3.18380744,28.41091687,18.75301335,18.95711001,44.99073174,47.15761239,45.58443754,0.000437493,3,23,0.8,0.5,223,224,225,22.04034674,45.91092722,./WebNet_Mar6/All_Data/s3s23_Ratio_80_50
176,0.001458361,0.348075005,0.318621149,0.333303845,3.053502928,3.184718101,28.67544806,19.95492658,16.93244137,47.6842483,42.63161246,45.98265456,0.000437405,3,23,0.8,0.6,226,227,228,21.854272,45.43283844,./WebNet_Mar6/All_Data/s3s23_Ratio_80_60
177,0.001468694,0.344642169,0.313522855,0.341834977,3.119066148,3.193064667,27.31582188,19.41728723,16.21720345,43.77168889,40.01633264,45.41885203,0.000430008,3,23,0.8,0.7,229,230,231,20.98343752,43.06895785,./WebNet_Mar6/All_Data/s3s23_Ratio_80_70
178,0.001498822,0.34597793,0.31621403,0.337808041,3.105303319,3.191400832,26.60996745,18.32917833,15.80842812,41.9069502,40.36874946,41.92240244,0.000412896,3,23,0.8,0.8,232,233,234,20.2491913,41.39936737,./WebNet_Mar6/All_Data/s3s23_Ratio_80_80
179,0.001545209,0.349442906,0.318848391,0.331708703,3.1052236,3.189627599,26.05530218,18.1275064,15.20812424,40.45174105,39.94520797,41.61569935,0.00040264,3,23,0.8,0.9,235,236,237,19.79697761,40.67088279,./WebNet_Mar6/All_Data/s3s23_Ratio_80_90
180,0.001547611,0.349017335,0.318474717,0.332507948,3.1052236,3.189627599,24.29648031,16.99650779,15.08787093,41.78976693,38.51459562,38.41912583,0.000377481,3,23,0.8,1,238,239,240,18.79361967,39.57449613,./WebNet_Mar6/All_Data/s3s23_Ratio_80_100
181,0.002676625,0.314240611,0.305259504,0.380499886,2.902636917,3.127604167,14.45005471,11.89684311,15.77396671,30.35676835,29.04486707,29.98727833,0.000242587,3,23,0.9,0.1,241,242,243,14.04028818,29.79630459,./WebNet_Mar6/All_Data/s3s23_Ratio_90_10
182,0.002398326,0.319079904,0.307602456,0.37331764,2.830107527,3.118679051,14.88227489,13.36321806,15.70327512,33.29788537,32.41590281,32.33504614,0.000260347,3,23,0.9,0.2,244,245,246,14.64958936,32.68294477,./WebNet_Mar6/All_Data/s3s23_Ratio_90_20
183,0.001940188,0.339703411,0.310796399,0.349500191,2.95490026,3.131808279,19.11613412,14.33941452,15.1040901,38.06612777,40.82306943,36.438217,0.000323413,3,23,0.9,0.3,247,248,249,16.18654625,38.4424714,./WebNet_Mar6/All_Data/s3s23_Ratio_90_30
184,0.001656366,0.348054395,0.310788667,0.341156939,2.998264893,3.147109727,25.08580449,15.7884201,14.80978309,43.84112507,47.16818929,36.5066976,0.000379778,3,23,0.9,0.4,250,251,252,18.56133589,42.50533732,./WebNet_Mar6/All_Data/s3s23_Ratio_90_40
