Material,Test File,O2,Particulate,Particulate Size (um),Substrate,Input Velocity (m/s),Output Velocity (m/s),Coefficient of Restitution,Test Temperature Actual (F),Nominal Gas Velocity (ft/s),Flash,Ignition 
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,119.3607767,46.68827633,0.391152585,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,107.598041,40.47740749,0.376190934,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,134.9743515,54.26638566,0.402049612,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,120.898459,42.38780921,0.350606696,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,122.8536956,42.90221311,0.349213859,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,130.6053228,50.22129485,0.384527167,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,138.1515127,40.47404419,0.29296852,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,124.7815837,46.08707602,0.369341971,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,146.7857761,48.12280042,0.327843758,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,136.3465951,40.70420709,0.298534826,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,143.9500174,46.12724281,0.3204393,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,129.2487985,44.29904876,0.342742441,78,496,0,0
Ti 1mm (O2 No Flash),95601_NF_2.pps,1,Ti,1000,S,42.25379458,25.01776953,0.59208338,78,496,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,67.03827171,13.42952315,0.200326214,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,59.61936848,22.65433863,0.379982868,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,50.59021171,22.42366381,0.443241154,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,50.59021171,18.71758852,0.369984388,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,63.32059166,27.99695252,0.442146098,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,63.32059166,20.48461986,0.323506451,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,68.92699334,27.93261321,0.405249262,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,60.05904601,27.11438091,0.451462065,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,63.56132977,26.13972929,0.411252083,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,54.80265639,24.49239307,0.446919815,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,68.90757853,27.99689637,0.406296332,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,48.98687211,27.11269954,0.553468682,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,67.06970119,24.20967179,0.360962869,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,67.1493368,28.90880845,0.430515175,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,70.86126775,28.18216028,0.397708948,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,65.21092988,26.14191666,0.40088244,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,65.18221705,22.42751133,0.344074079,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,67.27276151,27.11458719,0.403054469,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,16.7630713,11.77764632,0.702594776,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,61.45174907,22.34794748,0.363666581,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF.pps,1,Ti,95,S,54.29647435,26.33582667,0.485037509,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,61.56966311,22.42542196,0.364228434,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,54.03582797,20.8222888,0.385342273,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,65.18221705,27.99681633,0.429516172,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,59.62642909,24.20967179,0.4060225,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,65.18432774,24.20957288,0.371401742,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,61.57173162,24.84386477,0.403494658,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,60.05402947,24.84592123,0.41372613,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,37.66396807,20.56737175,0.546075541,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,67.066238,24.28319641,0.362077808,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,63.32059166,26.13757235,0.412781556,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,14.89809722,10.03046124,0.673271297,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,59.85367195,24.49425445,0.409235618,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,39.1056585,22.42540443,0.573456765,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,52.17986355,24.28118194,0.465336248,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,70.78780294,27.9970368,0.395506509,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,67.07739091,27.93493435,0.416458273,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,54.13863629,24.49239307,0.452401367,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,56.97372824,27.68856839,0.485988354,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,56.15064436,22.42354108,0.399346104,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_2.pps,1,Ti,95,S,32.52219155,20.82112496,0.640212851,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,39.1532208,18.71393323,0.477966636,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,63.31533029,26.33810468,0.415983058,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,65.41578268,26.66296507,0.407592235,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,54.13653351,24.2790744,0.448478557,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,59.62148126,25.32773871,0.424808948,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,55.8962517,28.18191059,0.504182476,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,57.75883531,24.20967179,0.419150969,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,29.85680436,16.86272024,0.564786507,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,65.20339576,30.31542175,0.464936241,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,54.04034732,22.42540443,0.414975209,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,54.03582797,24.49248936,0.453263886,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,65.28523417,27.93725588,0.427926104,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,61.56661556,26.33592565,0.427763089,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,55.98925246,26.13973831,0.466870643,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,74.48837557,29.85469779,0.400796736,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,68.92701044,24.28110813,0.352272759,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,56.14873321,25.3315504,0.45115088,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,48.42125644,26.13972929,0.539839963,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,67.06970118,27.93261321,0.416471413,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_3.pps,1,Ti,95,S,59.70655382,26.0711425,0.436654619,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,15.01319726,7.67787938,0.511408679,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,63.56661159,27.11436932,0.42655049,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,70.77719604,27.93261321,0.39465555,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,18.71756752,11.32715197,0.605161539,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,74.51784395,28.18425245,0.378221523,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,67.06970119,27.99461219,0.417395809,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,67.1493368,30.31538286,0.451462134,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,59.61936519,27.99462623,0.469555926,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,68.92701329,28.18216307,0.408869639,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,57.76363835,27.99461219,0.484640736,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,67.04038222,24.21168356,0.361150739,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,31.71502996,18.99142728,0.598814736,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,57.73360479,26.13972929,0.452764545,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,68.93273813,26.13757235,0.37917502,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,29.79655975,16.75956793,0.562466542,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,43.19350635,24.21168356,0.560539896,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,57.7615696,24.84588177,0.430145544,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,65.20882006,27.99461219,0.429307142,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,16.76235353,9.493869177,0.566380441,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,59.71151531,27.93493435,0.46783161,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,67.04384245,26.33582667,0.392814996,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,55.98923842,24.49442834,0.437484578,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,67.14379242,26.1376626,0.389278914,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,18.9934142,11.17304528,0.588258918,403.8,144,0,0
Ti med (O2 Hot No Flash),95632_NF_4.pps,1,Ti,95,S,27.93261321,13.1679479,0.471418403,403.8,144,0,0
Ti med (O2 Hot Flash),95640_F.pps,1,Ti,95,S,316.4631331,26.84781055,0.084837088,407.8,759,1,0
Ti med (O2 Hot Flash),95640_F.pps,1,Ti,95,S,289.6136304,40.04516425,0.138270993,407.8,759,1,0
Ti med (O2 Hot Flash),95640_F.pps,1,Ti,95,S,314.5466653,38.78553658,0.123306145,407.8,759,1,0
Ti med (O2 Hot Flash),95640_F.pps,1,Ti,95,S,303.1577456,44.27909091,0.146059573,407.8,759,1,0
Ti med (O2 Hot Flash),95640_F.pps,1,Ti,95,S,170.9503869,0,0,407.8,759,1,1
Ti med (O2 Hot Flash),95640_F.pps,1,Ti,95,S,303.0555228,0,0,407.8,759,1,1
Ti med (O2 Hot Flash),95640_F.pps,1,Ti,95,S,318.5573599,48.09554235,0.150979222,407.8,759,1,0
Ti med (O2 Hot Flash),95640_F.pps,1,Ti,95,S,316.4368417,44.27761899,0.139925613,407.8,759,1,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,193.710354,46.02984876,0.237622036,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,274.2464961,46.3880631,0.169147332,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,92.76841735,29.95876266,0.322941401,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,289.608614,47.44648209,0.163829665,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,289.8337114,34.57502761,0.119292637,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,32.65953151,15.34257936,0.469773406,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,309.4812371,48.06341471,0.155303162,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,166.9435019,44.10756959,0.264206567,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,151.8061786,37.04102715,0.244002105,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,140.1146939,36.43888981,0.260064728,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,282.0158516,50.34156651,0.178506159,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,149.9061662,42.19473159,0.281474289,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,61.49428424,18.88768551,0.307145383,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,145.7623941,38.40223482,0.263457767,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,246.9396911,47.36881766,0.191823426,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,159.2341733,29.02324101,0.182267665,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,207.4385946,41.39858708,0.199570322,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,136.2270554,20.02258212,0.146979483,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,176.4344994,42.23472376,0.239379055,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,157.6918994,50.33939368,0.31922625,407.8,759,0,0
Ti med (O2 Hot No Flash),95640_NF.pps,1,Ti,95,S,130.4627553,36.63927376,0.280840871,407.8,759,0,0
Ti med (O2 Hot Flash),95642_F.pps,1,Ti,95,S,245.8133278,39.1056585,0.159086811,414.5,671,1,0
Ti med (O2 Hot Flash),95642_F.pps,1,Ti,95,S,279.3572919,39.28800024,0.140637103,414.5,671,1,0
Ti med (O2 Hot Flash),95642_F.pps,1,Ti,95,S,175.0577976,22.42745526,0.128114575,414.5,671,1,0
Ti med (O2 Hot Flash),95642_F.pps,1,Ti,95,S,255.672713,37.48072394,0.146596496,414.5,671,1,0
Ti med (O2 Hot Flash),95642_F.pps,1,Ti,95,S,147.1270674,37.66712944,0.256017673,414.5,671,1,0
Ti med (O2 Hot Flash),95642_F.pps,1,Ti,95,S,279.3386801,0,0,414.5,671,1,1
Ti med (O2 Hot Flash),95642_F.pps,1,Ti,95,S,249.7306686,42.01399961,0.168237245,414.5,671,1,0
Ti med (O2 Hot Flash),95642_F.pps,1,Ti,95,S,292.4224583,45.30888547,0.154943248,414.5,671,1,0
Ti med (O2 Hot Flash),95642_F.pps,1,Ti,95,S,275.7646443,45.31244232,0.164315634,414.5,671,1,0
Ti med (O2 Hot Flash),95642_F.pps,1,Ti,95,S,262.8323548,40.8448602,0.15540271,414.5,671,1,0
Ti med (O2 Hot Flash),95642_F.pps,1,Ti,95,S,292.4171086,41.6443888,0.142414337,414.5,671,1,0
Ti med (O2 Hot Flash),95642_F.pps,1,Ti,95,S,139.8752943,35.96764861,0.257140825,414.5,671,1,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,259.0152503,37.66396807,0.145412164,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,255.3906735,40.67055672,0.159248402,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,255.4556029,46.06974455,0.180343449,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,67.04595313,24.49239307,0.365307553,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,232.9152118,48.73846216,0.209254096,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,182.5226632,52.44140549,0.287314488,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,277.5502879,37.66083853,0.135690144,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,262.6302131,50.59023502,0.192629151,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,243.9568549,39.1056585,0.160297437,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,260.9507402,39.11101878,0.149878934,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,255.5807458,51.74237309,0.2024502,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,268.1795912,47.14789698,0.175807177,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,292.3907011,42.87117881,0.146622921,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,185.9421438,41.64420002,0.223963213,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,268.1881675,40.2022221,0.149903042,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,253.2887081,44.26784129,0.174772265,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,283.2341532,46.06769706,0.162648807,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,264.4825695,46.59686724,0.176181241,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,275.6137022,42.99665023,0.156003311,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,135.1445563,30.71111554,0.227246412,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,259.2762225,42.99665023,0.165833372,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,285.0163398,42.46551848,0.148993277,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,132.2302982,42.99233712,0.325132271,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,283.2085026,32.04149586,0.113137478,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF.pps,1,Ti,95,S,249.5453289,37.98808099,0.152229181,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,268.185281,42.01395284,0.156660174,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,135.9662883,35.42958563,0.260576251,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,143.4142545,30.7114227,0.214144841,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,270.0497498,47.47962375,0.175818062,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,143.7041644,29.44558404,0.204904181,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,271.930472,41.0149146,0.150828682,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,199.4133161,41.14159904,0.206313198,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,245.8746912,39.1553291,0.159249124,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,134.1303722,41.35183613,0.308295843,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,247.8703555,47.87776797,0.193156491,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,124.7774472,33.98142121,0.272336243,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,115.517691,31.87609365,0.275941229,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,121.0541964,35.8219507,0.295916637,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,148.534535,38.8873048,0.261806487,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,128.5588889,41.64435104,0.323932101,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,225.4166801,39.28784019,0.174289854,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,106.3017826,30.71347018,0.288927141,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,96.86042068,30.31538286,0.312980087,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,119.2507551,37.10804696,0.31117662,414.5,671,0,0
Ti med (O2 Hot No Flash),95642_NF_2.pps,1,Ti,95,S,242.9533789,43.47722452,0.178952953,414.5,671,0,0
Ti med (O2 Hot Flash),95645.pps,1,Ti,95,S,65.28855199,17.17009171,0.262987785,404.6,320,0,0
Ti med (O2 Hot Flash),95653_F.pps,1,Ti,95,S,279.079815,29.95166951,0.107322952,450.4,847,1,0
Ti med (O2 Hot Flash),95653_F.pps,1,Ti,95,S,320.198776,0,0,450.4,847,1,1
Ti med (O2 Hot Flash),95653_F.pps,1,Ti,95,S,319.2389543,0,0,450.4,847,1,1
Ti med (O2 Hot Flash),95653_F.pps,1,Ti,95,S,332.4101331,36.256043,0.10907021,450.4,847,1,0
Ti med (O2 Hot Flash),95653_F.pps,1,Ti,95,S,279.6598536,0,0,450.4,847,1,1
Ti med (O2 Hot Flash),95653_F.pps,1,Ti,95,S,272.699469,43.51291461,0.159563621,450.4,847,1,0
Ti med (O2 Hot Flash),95653_F.pps,1,Ti,95,S,299.0024235,0,0,450.4,847,1,1
Ti med (O2 Hot Flash),95653_F.pps,1,Ti,95,S,307.8073014,0,0,450.4,847,1,1
Ti med (O2 Hot Flash),95653_F.pps,1,Ti,95,S,233.9407139,0,0,450.4,847,1,1
Ti med (O2 Hot Flash),95653_F.pps,1,Ti,95,S,313.1028895,33.60524579,0.107329721,450.4,847,1,0
Ti med (O2 Hot Flash),95653_F.pps,1,Ti,95,S,167.1198488,33.96725612,0.203250879,450.4,847,1,0
Ti med (O2 Hot Flash),95653_F.pps,1,Ti,95,S,250.7585336,0,0,450.4,847,1,1
Ti med (O2 Hot Flash),95653_F.pps,1,Ti,95,S,208.2871472,0,0,450.4,847,1,1
Ti med (O2 Hot Flash),95653_F.pps,1,Ti,95,S,300.7677562,0,0,450.4,847,1,1
Ti med (O2 Hot Flash),95653_F.pps,1,Ti,95,S,299.0611641,25.60898312,0.085631256,450.4,847,1,0
Ti med (O2 Hot Flash),95653_F.pps,1,Ti,95,S,307.9629981,0,0,450.4,847,1,1
Ti med (O2 Hot Flash),95654_F.pps,1,Ti,95,S,171.339189,0,0,403.3,496,1,1
Ti med (O2 Hot No Flash),95654_NF.pps,1,Ti,95,S,189.9825011,46.07357285,0.242514824,403.3,496,0,0
Ti med (O2 Hot No Flash),95654_NF.pps,1,Ti,95,S,197.426793,44.73468252,0.226588711,403.3,496,0,0
Ti med (O2 Hot No Flash),95654_NF.pps,1,Ti,95,S,182.5226653,41.01494335,0.224711508,403.3,496,0,0
Ti med (O2 Hot No Flash),95654_NF.pps,1,Ti,95,S,109.9341998,37.43305584,0.340504192,403.3,496,0,0
Ti med (O2 Hot No Flash),95654_NF.pps,1,Ti,95,S,186.3698224,43.83112269,0.235183584,403.3,496,0,0
Ti med (O2 Hot No Flash),95654_NF.pps,1,Ti,95,S,93.10941421,31.71499278,0.340620689,403.3,496,0,0
Ti med (O2 Hot No Flash),95654_NF.pps,1,Ti,95,S,147.1746674,39.50268044,0.268406793,403.3,496,0,0
Ti med (O2 Hot No Flash),95654_NF.pps,1,Ti,95,S,197.491547,35.33527428,0.178920439,403.3,496,0,0
Ti med (O2 Hot No Flash),95654_NF.pps,1,Ti,95,S,216.1073157,39.8087642,0.184208314,403.3,496,0,0
Ti med (O2 Hot No Flash),95654_NF.pps,1,Ti,95,S,126.9830748,36.59049842,0.288152563,403.3,496,0,0
Ti med (O2 Hot No Flash),95654_NF.pps,1,Ti,95,S,203.1939559,45.65181941,0.224671148,403.3,496,0,0
Ti med (O2 Hot No Flash),95654_NF.pps,1,Ti,95,S,190.2743312,55.15415438,0.2898665,403.3,496,0,0
Ti med (O2 Hot No Flash),95654_NF.pps,1,Ti,95,S,80.10320231,30.02846272,0.374872188,403.3,496,0,0
Ti med (O2 Hot No Flash),95654_NF.pps,1,Ti,95,S,81.96434078,27.99462623,0.341546409,403.3,496,0,0
Ti med (O2 Hot No Flash),95654_NF.pps,1,Ti,95,S,230.9806881,37.24418779,0.16124373,403.3,496,0,0
Ti med (O2 Hot No Flash),95654_NF.pps,1,Ti,95,S,124.7913432,39.10890809,0.3133944,403.3,496,0,0
Ti med (O2 Hot Flash),95658_F.pps,1,Ti,95,S,283.976027,0,0,403.8,847,1,1
Ti med (O2 Hot Flash),95658_F.pps,1,Ti,95,S,313.0511234,0,0,403.8,847,1,1
