bondID,node1,node2
1,1,29
2,2,73
3,3,4
4,3,16
5,5,166
6,6,78
7,7,28
8,8,52
9,9,42
10,10,28
11,11,19
12,12,17
13,13,34
14,14,40
15,15,29
16,16,27
17,16,58
18,17,44
19,18,26
20,19,24
21,19,26
22,20,31
23,21,25
24,21,35
25,22,33
26,23,24
27,24,215
28,25,33
29,25,35
30,26,52
31,26,90
32,27,30
33,27,34
34,28,41
35,29,36
36,30,85
37,31,32
38,31,47
39,32,38
40,32,47
41,33,61
42,34,62
43,35,107
44,36,68
45,36,182
46,37,54
47,37,175
48,39,43
49,39,45
50,40,100
51,41,46
52,41,57
53,42,44
54,42,48
55,43,49
56,43,60
57,44,48
58,45,51
59,46,59
60,46,65
61,47,93
62,48,63
63,49,50
64,49,60
65,50,51
66,50,53
67,51,186
68,52,79
69,53,60
70,53,70
71,54,55
72,54,56
73,55,73
74,56,57
75,56,64
76,57,71
77,58,69
78,58,72
79,59,65
80,59,66
81,60,67
82,60,70
83,61,92
84,61,107
85,62,80
86,62,82
87,63,74
88,63,93
89,64,71
90,64,77
91,65,66
92,66,69
93,67,70
94,67,113
95,69,75
96,71,159
97,72,75
98,72,76
99,73,77
100,74,84
101,74,108
102,75,76
103,76,85
104,77,81
105,77,88
106,78,98
107,78,102
108,79,83
109,79,87
110,80,89
111,80,93
112,82,89
113,82,187
114,83,86
115,83,108
116,84,87
117,84,103
118,85,99
119,86,91
120,86,94
121,87,103
122,89,99
123,90,92
124,90,95
125,91,94
126,91,112
127,92,95
128,93,105
129,94,183
130,95,161
131,96,97
132,96,102
133,96,105
134,97,101
135,97,104
136,98,109
137,98,116
138,99,146
139,100,114
140,100,125
141,101,110
142,101,116
143,102,104
144,103,124
145,104,106
146,105,106
147,106,110
148,107,137
149,108,146
150,109,119
151,109,131
152,110,111
153,110,118
154,110,129
155,111,118
156,111,129
157,112,117
158,112,120
159,113,117
160,113,122
161,114,123
162,114,126
163,115,124
164,116,121
165,117,122
166,118,121
167,118,129
168,119,131
169,119,138
170,120,127
171,120,130
172,121,131
173,122,127
174,122,132
175,123,125
176,123,128
177,124,152
178,125,128
179,125,187
180,126,128
181,126,188
182,127,130
183,129,140
184,130,132
185,131,138
186,132,215
187,133,135
188,134,135
189,135,139
190,136,139
191,137,148
192,137,153
193,138,151
194,139,160
195,140,141
196,140,145
197,141,142
198,141,143
199,142,145
200,142,147
201,143,144
202,143,147
203,145,147
204,146,208
205,148,153
206,148,185
207,148,193
208,149,151
209,150,155
210,151,157
211,152,154
212,152,168
213,153,189
214,154,161
215,154,168
216,155,158
217,155,195
218,156,160
219,156,164
220,156,169
221,157,163
222,157,170
223,159,173
224,159,191
225,160,164
226,161,168
227,162,165
228,162,166
229,163,167
230,163,170
231,164,169
232,166,186
233,167,171
234,167,172
235,168,174
236,169,181
237,170,172
238,171,172
239,171,176
240,173,182
241,173,194
242,174,176
243,174,179
244,175,177
245,175,180
246,176,179
247,177,180
248,177,314
249,178,202
250,179,217
251,180,321
252,181,184
253,181,254
254,182,203
255,183,268
256,183,291
257,184,188
258,184,190
259,185,223
260,185,282
261,186,249
262,187,231
263,188,190
264,188,192
265,189,193
266,189,586
267,190,192
268,191,197
269,191,234
270,192,222
271,193,199
272,194,204
273,194,211
274,195,196
275,195,198
276,196,198
277,196,200
278,197,201
279,197,209
280,198,200
281,199,205
282,199,206
283,200,256
284,201,224
285,201,229
286,201,234
287,202,207
288,203,213
289,203,233
290,204,207
291,204,226
292,205,206
293,205,232
294,206,223
295,207,366
296,208,264
297,208,269
298,208,285
299,209,216
300,209,220
301,210,212
302,210,216
303,210,225
304,211,214
305,211,221
306,212,219
307,212,227
308,213,222
309,213,233
310,214,218
311,214,236
312,215,373
313,216,220
314,217,253
315,217,259
316,218,230
317,218,231
318,219,228
319,219,239
320,220,225
321,221,226
322,221,255
323,222,248
324,222,257
325,223,281
326,224,226
327,224,229
328,225,227
329,227,250
330,228,231
331,228,239
332,229,234
333,230,237
334,230,243
335,231,236
336,232,274
337,232,277
338,233,250
339,235,237
340,235,241
341,235,255
342,236,243
343,237,241
344,238,242
345,239,251
346,240,242
347,240,244
348,240,245
349,241,267
350,242,245
351,243,422
352,244,245
353,244,260
354,246,249
355,246,270
356,246,275
357,247,248
358,247,251
359,247,252
360,248,258
361,249,270
362,250,258
363,251,252
364,252,257
365,252,276
366,253,259
367,253,381
368,254,261
369,254,263
370,255,264
371,256,265
372,256,273
373,257,276
374,258,307
375,259,266
376,260,262
377,260,278
378,261,267
379,261,279
380,262,266
381,262,278
382,263,265
383,263,332
384,264,280
385,265,273
386,266,278
387,267,279
388,268,272
389,268,280
390,269,271
391,269,272
392,270,275
393,271,302
394,271,386
395,272,399
396,273,285
397,274,281
398,274,301
399,275,371
400,276,365
401,277,302
402,277,339
403,278,293
404,279,342
405,280,312
406,281,283
407,281,289
408,282,292
409,282,298
410,283,286
411,283,287
412,284,345
413,285,309
414,286,287
415,286,290
416,286,297
417,287,289
418,288,294
419,288,304
420,288,305
421,289,296
422,290,295
423,290,296
424,292,297
425,292,298
426,293,294
427,293,299
428,294,299
429,295,300
430,295,301
431,296,300
432,297,298
433,299,304
434,300,303
435,301,325
436,302,339
437,303,306
438,303,315
439,304,305
440,305,313
441,306,315
442,306,372
443,307,308
444,307,310
445,308,310
446,308,317
447,309,316
448,309,335
449,310,317
450,311,313
451,311,319
452,311,322
453,312,314
454,312,326
455,313,319
456,314,454
457,315,408
458,316,318
459,316,327
460,317,338
461,318,323
462,318,327
463,319,322
464,320,321
465,320,324
466,320,326
467,321,324
468,322,358
469,323,327
470,323,328
471,324,329
472,325,328
473,325,330
474,326,331
475,328,344
476,329,331
477,329,366
478,330,334
479,330,344
480,331,456
481,332,336
482,332,340
483,333,335
484,333,337
485,333,343
486,334,344
487,334,347
488,335,337
489,335,343
490,336,340
491,336,351
492,337,342
493,337,386
494,338,346
495,338,356
496,339,348
497,340,351
498,341,346
499,342,447
500,343,437
501,344,350
502,345,349
503,345,352
504,345,355
505,346,364
506,347,350
507,347,353
508,347,378
509,348,372
510,348,387
511,349,352
512,349,365
513,350,354
514,351,355
515,352,369
516,353,354
517,353,360
518,354,360
519,355,359
520,355,363
521,356,364
522,356,370
523,356,375
524,357,358
525,357,361
526,357,362
527,358,368
528,359,361
529,359,362
530,360,412
531,361,363
532,362,369
533,363,368
534,364,370
535,365,369
536,366,374
537,367,369
538,368,392
539,369,411
540,370,375
541,372,383
542,374,376
543,374,379
544,375,410
545,376,377
546,376,379
547,377,379
548,377,465
549,378,382
550,378,389
551,379,409
552,380,392
553,381,384
554,381,390
555,382,389
556,382,394
557,383,391
558,383,405
559,384,393
560,384,396
561,385,387
562,385,388
563,385,391
564,386,397
565,387,388
566,387,391
567,387,395
568,388,391
569,389,417
570,390,393
571,390,398
572,390,400
573,391,395
574,392,397
575,392,455
576,393,396
577,394,398
578,394,400
579,395,407
580,396,400
581,397,703
582,398,400
583,398,408
584,398,442
585,399,402
586,399,406
587,401,443
588,402,404
589,402,419
590,403,414
591,404,406
592,404,574
593,405,407
594,405,418
595,406,489
596,407,413
597,408,418
598,408,508
599,409,416
600,409,422
601,410,424
602,410,431
603,412,414
604,412,417
605,413,415
606,413,421
607,414,420
608,415,421
609,415,453
610,416,440
611,416,476
612,417,423
613,418,434
614,419,425
615,419,432
616,421,434
617,422,447
618,425,428
619,425,432
620,426,429
621,427,429
622,428,430
623,428,435
624,428,436
625,429,437
626,430,433
627,430,438
628,432,436
629,433,438
630,433,441
631,434,459
632,435,436
633,435,438
634,437,545
635,439,444
636,439,446
637,439,448
638,440,487
639,440,507
640,441,443
641,441,445
642,441,452
643,442,444
644,442,508
645,443,445
646,444,449
647,445,452
648,447,460
649,448,449
650,448,450
651,449,451
652,452,457
653,453,467
654,453,500
655,454,463
656,454,473
657,456,463
658,456,468
659,458,460
660,458,461
661,458,466
662,459,467
663,459,483
664,460,466
665,460,475
666,461,462
667,461,475
668,462,464
669,462,470
670,463,480
671,464,469
672,464,490
673,464,494
674,465,468
675,465,595
676,466,470
677,467,482
678,468,477
679,468,478
680,469,471
681,469,476
682,470,479
683,471,472
684,471,512
685,472,474
686,472,484
687,473,480
688,473,481
689,474,484
690,474,485
691,475,479
692,476,494
693,477,478
694,477,564
695,478,514
696,479,490
697,480,481
698,481,489
699,482,491
700,482,506
701,483,491
702,483,499
703,484,498
704,485,486
705,485,496
706,486,496
707,488,492
708,489,503
709,490,509
710,491,499
711,492,493
712,492,495
713,494,498
714,496,505
715,497,507
716,497,522
717,498,509
718,499,537
719,500,506
720,500,533
721,501,505
722,501,515
723,502,504
724,502,515
725,503,513
726,503,514
727,504,510
728,505,511
729,506,552
730,507,582
731,508,576
732,509,516
733,509,524
734,510,512
735,511,517
736,511,519
737,512,523
738,513,514
739,513,528
740,515,523
741,516,524
742,516,527
743,517,518
744,517,519
745,518,519
746,518,521
747,519,530
748,520,521
749,520,525
750,520,536
751,521,530
752,522,538
753,523,526
754,524,527
755,525,529
756,525,541
757,526,531
758,526,535
759,527,534
760,528,564
761,528,583
762,529,540
763,529,547
764,530,532
765,531,532
766,531,535
767,532,535
768,532,536
769,533,543
770,533,553
771,534,539
772,534,540
773,534,542
774,536,541
775,537,546
776,537,548
777,539,540
778,539,544
779,540,544
780,541,547
781,542,550
782,542,558
783,543,552
784,543,561
785,544,550
786,544,556
787,545,549
788,545,551
789,546,548
790,546,555
791,547,556
792,548,562
793,549,551
794,549,554
795,550,560
796,551,554
797,552,559
798,553,557
799,553,561
800,554,585
801,555,562
802,555,572
803,556,560
804,557,561
805,557,573
806,558,563
807,558,565
808,559,588
809,559,600
810,560,563
811,561,579
812,562,602
813,563,567
814,564,661
815,565,566
816,565,568
817,565,569
818,567,568
819,567,575
820,568,570
821,571,597
822,572,576
823,572,577
824,573,579
825,573,591
826,574,583
827,574,584
828,576,586
829,577,578
830,577,589
831,578,580
832,578,581
833,579,592
834,580,594
835,580,599
836,581,587
837,581,602
838,582,590
839,582,593
840,583,584
841,584,603
842,585,587
843,585,588
844,586,589
845,587,607
846,588,600
847,589,594
848,590,593
849,590,595
850,590,596
851,591,603
852,591,604
853,592,604
854,592,615
855,593,612
856,594,599
857,595,616
858,596,598
859,596,608
860,597,598
861,597,609
862,598,601
863,599,602
864,600,606
865,601,608
866,601,609
867,602,607
868,602,611
869,602,619
870,603,624
871,604,620
872,605,606
873,605,613
874,605,615
875,606,613
876,607,611
877,608,610
878,609,610
879,610,621
880,611,619
881,612,614
882,613,617
883,615,618
884,616,621
885,616,636
886,617,622
887,617,626
888,618,620
889,618,622
890,619,631
891,620,627
892,620,637
893,621,630
894,622,628
895,623,634
896,624,625
897,624,629
898,625,627
899,625,629
900,626,628
901,626,638
902,627,640
903,628,637
904,629,633
905,630,636
906,630,703
907,631,638
908,631,647
909,632,635
910,633,640
911,633,644
912,634,635
913,634,645
914,635,639
915,635,670
916,636,661
917,637,641
918,638,646
919,638,647
920,640,642
921,641,643
922,641,649
923,642,643
924,642,644
925,643,648
926,644,651
927,646,650
928,646,653
929,647,654
930,648,652
931,648,655
932,649,650
933,649,652
934,650,653
935,651,655
936,651,672
937,652,656
938,653,654
939,653,669
940,654,678
941,655,662
942,656,657
943,656,658
944,656,659
945,656,660
946,657,658
947,657,659
948,658,659
949,659,664
950,660,662
951,660,664
952,661,761
953,662,674
954,663,666
955,664,684
956,664,688
957,665,666
958,666,667
959,668,670
960,668,671
961,668,673
962,669,678
963,669,680
964,670,671
965,671,673
966,672,681
967,672,701
968,673,675
969,674,681
970,674,685
971,675,682
972,675,692
973,676,679
974,677,679
975,678,689
976,679,686
977,680,688
978,680,695
979,681,697
980,682,683
981,682,692
982,683,690
983,683,743
984,684,685
985,684,687
986,685,697
987,686,691
988,686,732
989,687,688
990,687,702
991,688,699
992,688,702
993,689,696
994,689,698
995,690,692
996,690,718
997,693,711
998,694,725
999,695,696
1000,695,699
1001,696,698
1002,697,709
1003,698,714
1004,699,712
1005,700,715
1006,701,704
1007,701,707
1008,702,708
1009,703,706
1010,704,706
1011,704,720
1012,705,710
1013,705,713
1014,706,765
1015,707,709
1016,707,716
1017,708,717
1018,708,721
1019,709,730
1020,710,713
1021,711,718
1022,711,719
1023,712,714
1024,712,721
1025,713,734
1026,714,723
1027,715,722
1028,715,728
1029,716,720
1030,716,742
1031,717,724
1032,717,726
1033,718,719
1034,719,731
1035,720,737
1036,721,724
1037,721,739
1038,722,729
1039,722,733
1040,723,738
1041,723,741
1042,724,726
1043,725,727
1044,725,736
1045,726,730
1046,727,731
1047,727,736
1048,728,729
1049,728,733
1050,729,733
1051,730,735
1052,731,736
1053,732,734
1054,732,761
1055,733,772
1056,735,742
1057,735,747
1058,737,740
1059,737,743
1060,738,739
1061,738,744
1062,739,747
1063,740,746
1064,740,750
1065,741,744
1066,741,745
1067,742,748
1068,743,746
1069,744,745
1070,744,749
1071,745,749
1072,746,750
1073,747,748
1074,748,758
1075,749,751
1076,750,758
1077,751,752
1078,751,753
1079,752,753
1080,752,755
1081,753,755
1082,754,756
1083,754,757
1084,755,778
1085,756,757
1086,757,768
1087,758,764
1088,759,760
1089,760,762
1090,761,763
1091,762,770
1092,764,765
1093,764,766
1094,765,766
1095,766,767
1096,767,778
1097,768,770
1098,768,771
1099,769,777
1100,770,773
1101,770,775
1102,771,773
1103,771,784
1104,773,775
1105,773,776
1106,774,779
1107,775,776
1108,777,781
1109,777,783
1110,778,786
1111,780,781
1112,781,782
1113,781,785
