atomID,x,y,z
1,152.38,71.516,52.5
2,152.456,74.936,61
3,152.532,57,52.5
4,152.532,58.824,51
5,152.532,68.02,76.5
6,152.608,17.708,95.5
7,152.608,45.524,47
8,152.684,57.76,27.5
9,152.684,69.54,63.5
10,152.709333333333,32.7306666666667,63
11,152.709333333333,55.6826666666667,17
12,152.76,18.012,97
13,152.76,22.42,101.5
14,152.76,41.724,101
15,152.76,42.427,53.25
16,152.76,57.912,28.5
17,152.76,67.716,64
18,152.810666666667,30.9066666666667,31
19,152.836,24.7,77.9
20,152.836,49.628,57
21,152.836,51.072,53
22,152.836,55.1,26
23,152.836,64.372,49.5
24,152.886666666667,58.2666666666667,28.5
25,152.912,75.544,51.5
26,152.9576,54.7656,55.7
27,152.988,33.06,31.25
28,152.988,41.268,101
29,152.988,47.728,57
30,152.988,69.008,18
31,153.007,22.3706,102.15
32,153.013333333333,29.3106666666667,63.1666666666667
33,153.0184,23.7576,81.4
34,153.14,20.216,101
35,153.172571428571,17.7188571428571,95.2857142857143
36,153.216,18.2182857142857,97.1428571428571
37,153.216,32.68,31.5
38,153.216,50.084,47
39,153.292,15.276,56.5
40,153.292,16.644,59
41,153.292,24.168,81
42,153.29675,31.6171875,31.203125
43,153.317333333333,23.8133333333333,81.5
44,153.418666666667,16.0866666666667,57.5
45,153.482,17.214,95.5
46,153.52,29.203,62.625
47,153.52,52.82,53.5
48,153.52,58.672,28
49,153.545333333333,33.6933333333333,31
50,153.596,67.64,64
51,153.621333333333,74.0493333333333,52.1666666666667
52,153.634,52.174,56.5
53,153.672,34.124,31
54,153.672,51.148,46.375
55,153.697333333333,55.4293333333333,26.6666666666667
56,153.748,34.504,31.5
57,153.748,51.452,46
58,153.768727272727,16.3480606060606,58.6590909090909
59,153.824,51.7162242990654,52.785046728972
60,153.9,15.504,56
61,153.976,57.304,28
62,153.988304761905,58.3701714285714,28.9761904761905
63,154.014,55.67,26.1666666666667
64,154.026666666667,71.5413333333333,32
65,154.026666666667,74.2013333333333,52.5
66,154.052,32.832,31
67,154.102666666667,69.312,75
68,154.128,46.816,80.5
69,154.1964,20.8012,102.15
70,154.204,59.28,27.5
71,154.204,70.908,32
72,154.229333333333,57.5826666666667,31.3333333333333
73,154.28,32.3,31.5
74,154.28,64.068,50
75,154.299,67.45,64
76,154.330666666667,20.6466666666667,102
77,154.346341666667,20.7364416666667,102.15
78,154.508,31.312,31
79,154.66,41.8,53.5
80,154.736,54.264,17
81,154.7512,57.1672,26.2
82,154.812,46.892,81.5
83,154.888,42.484,53.5
84,154.913333333333,47.7533333333333,80.6666666666667
85,154.9735,74.5845,27.6875
86,154.99129281768,56.3840220994475,26.0220994475138
87,155.002,57.646,27
88,155.014666666667,62.5733333333333,63
89,155.0704,20.0697,101.7
90,155.090666666667,50.2613333333333,45.5
91,155.116,41.9013333333333,54
92,155.141333333333,47.2213333333333,81
93,155.192,47.424,81
94,155.192,47.576,81
95,155.192,67.336,30.5
96,155.318666666667,34.0986666666667,63
97,155.344,47.348,81
98,155.344,59.964,28
99,155.382,57.798,26
100,155.42,72.808,68
101,155.439,73.568,68.125
102,155.445333333333,69.9706666666667,64.6666666666667
103,155.458,69.654,65
104,155.470666666667,56.1893333333333,61
105,155.477,58.14,61.875
106,155.521333333333,68.3662222222222,29.9444444444444
107,155.6176,46.6792,80.6
108,155.648,66.728,29.875
109,155.648,73.568,27.5
110,155.673333333333,17.2773333333333,58.3333333333333
111,155.691428571429,67.4988571428571,29.9285714285714
112,155.724,51.224,52
113,155.724,57.836,26.5
114,155.774666666667,41.2933333333333,53.3333333333333
115,155.8,70.3,64
116,155.825333333333,68.8053333333333,29.6666666666667
117,155.876,30.628,31
118,155.926666666667,58.7226666666667,62.3333333333333
119,156.002666666667,58.1906666666667,61.6666666666667
120,156.015333333333,46.246,80.75
121,156.028,76.532,58
122,156.104,57.304,61.5
123,156.129333333333,46.9173333333333,81.5
124,156.18,57.741,27.5
125,156.18,70.224,65
126,156.332,55.86,60.5
127,156.534666666667,70.1226666666667,28.3333333333333
128,156.56,19.836,102
