atomID,x,y,z
1,152.532,68.02,76.5
2,152.836,24.7,77.9
3,153.0184,23.7576,81.4
4,153.195796750999,25.6834298801598,74.76
5,153.292,24.168,81
6,153.317333333333,23.8133333333333,81.5
7,154.102666666667,69.312,75
8,154.128,46.816,80.5
9,154.147832380952,69.4318628571428,74.76
10,154.812,46.892,81.5
11,154.913333333333,47.7533333333333,80.6666666666667
12,155.141333333333,47.2213333333333,81
13,155.192,47.424,81
14,155.192,47.576,81
15,155.344,47.348,81
16,155.6176,46.6792,80.6
17,156.015333333333,46.246,80.75
18,156.129333333333,46.9173333333333,81.5
19,159.226890666667,39.1320223030303,74.76
20,159.726666666667,39.7226666666667,77.5
21,159.762857142857,41.192,79.8571428571429
22,159.929333333333,40.0266666666667,78.6666666666667
23,160.056,39.368,78.5
24,160.132,40.052,80
25,160.309333333333,39.178,79.6666666666667
26,160.638666666667,39.4186666666667,79.3333333333333
27,160.866666666667,39.5706666666667,80
28,163.97,74.86,78.5
29,164.084,76.38,79
30,164.293,65.664,77
31,165.832,64.828,75.5
32,166.288,64.068,75.5
33,166.997333333333,64.8786666666667,75
34,167.833333333333,61.9653333333333,77
35,167.923925333333,64.5722346666667,74.76
36,171.357,24.706,78.7763157894737
37,172.216,56.506,79.5
38,172.292,57.76,79
39,172.824,57.152,79.5
40,173.128,56.696,80
41,173.71168,58.05032,74.76
42,180.0364,49.5084727272727,85.05
43,180.143813333333,25.8692945454545,85.05
44,181.80112,46.2688,85.05
45,183.482891428571,38.7372,74.76
46,184.414,37.278,77
47,185.06,36.48,78
48,185.326,36.29,78.5
49,185.414666666667,35.9226666666667,79
50,185.744,37.088,77.5
51,185.801,35.435,79.5
52,185.972,36.404,79
53,185.972,36.708,78
54,186.2,36.1,79.5
55,186.8992,34.2456,82.1
56,187.036,34.428,83
57,187.112,34.58,81
58,187.492,33.212,83
59,188.251525,31.556625,85.05
60,195.423697777778,51.6810133333333,74.76
61,196.069208,50.389368,74.76
62,196.536,51.756,75.5
63,198.151621818182,52.9114763636364,74.76
64,200.0472,73.60448,74.76
65,200.184,74.708,76.5
66,200.361333333333,75.5186666666667,77
67,202.256266666667,55.5771111111111,85.05
68,203.440057142857,50.692,85.05
69,203.984,53.352,83.5
70,204.041,52.06,84.375
71,204.746636734694,52.1270040816326,85.05
72,206.2811,59.7132,85.05
73,208.614933333333,65.6842666666667,85.05
74,208.845828571429,66.2886476190476,85.05
75,208.848,66.272,85
76,208.873175,66.308575,85.05
77,209.3496,41.8304,77.1
78,209.886666666667,42.8133333333333,78
79,210.026,42.218,78.5
80,210.216,42.028,77.5
81,210.368,41.876,77.5
82,210.430225,69.705775,85.05
83,210.453771428571,70.0003428571429,85.05
84,210.52,69.92,85
85,210.722666666667,41.5466666666667,77.5
86,210.773333333333,41.2933333333333,77.5
87,210.976,70.224,84.5
88,211.128,41.04,78
89,211.3522,70.1473666666667,85.05
90,211.356,42.18,77.5
91,211.381383453237,38.7066496402878,85.05
92,211.383884137931,25.6606924137931,85.05
93,212.229466666667,18.7214666666667,85.05
94,213.18,76.608,78
95,213.293259487179,60.6037251282051,74.76
96,213.636,76.076,78
97,213.796941176471,36.4263529411765,80.3823529411765
98,213.94,75.924,78.5
99,214.282,16.302,80.75
100,214.7,36.48,76.5
101,214.725333333333,35.2893333333333,79
102,215.0249,35.83571,74.76
103,215.029333333333,16.6946666666667,78.5
104,215.257333333333,31.426,77.9166666666667
105,215.536,32.072,78
106,215.612,15.428,80.5
107,215.726,15.732,80.375
108,216.042666666667,32.7813333333333,77
109,216.068,74.632,77.5
110,216.118666666667,16.0106666666667,80
111,216.118666666667,75.2906666666667,77
112,216.296,31.768,77.5
113,219.32992,76.14896,74.76
114,219.64608,75.91184,74.76
115,219.792,75.772,75
116,220.4,75.316,75
117,221.038266666667,72.4556296296296,85.05
118,221.274,74.138,78.25
119,221.514666666667,61.0533333333333,83
120,221.54,74.3026666666667,77.5
121,222.362911111111,59.9454222222222,85.05
122,225.973333333333,71.0346666666667,76
123,226.28335,15.83175,85.05
124,226.454666666667,70.6293333333333,77.5
125,227.012,69.54,77
126,227.056966666667,22.7271666666667,85.05
127,227.43,69.806,77.5
128,227.62,26.448,82.5
129,227.696,70.376,77
130,227.867,69.559,77.5
131,227.886,15.998,84
132,227.974612765957,25.6975404255319,85.05
133,227.98784,17.8372,85.05
134,228.076,17.86,85
135,228.076,17.9056,85.05
136,228.202666666667,15.7066666666667,83.1666666666667
137,228.684,69.084,77.5
138,228.779,18.012,84.75
